"Date","Time, GMT-11:00","Abs Pres, psi","Temp, °F","Coupler Detached","End Of File"
09/19/18,07:45:00 PM,14.6139,78.098,,
09/19/18,08:00:00 PM,14.6163,78.449,,
09/19/18,08:15:00 PM,14.6155,78.624,,
09/19/18,08:30:00 PM,14.6194,78.975,,
09/19/18,08:45:00 PM,14.6198,79.151,,
09/19/18,09:00:00 PM,14.6204,79.326,,
09/19/18,09:15:00 PM,14.6208,79.502,,
09/19/18,09:30:00 PM,14.6228,79.678,,
09/19/18,09:45:00 PM,14.6146,79.853,,
09/19/18,10:00:00 PM,14.6137,80.029,,
09/19/18,10:15:00 PM,14.6166,80.029,,
09/19/18,10:30:00 PM,14.6185,80.206,,
09/19/18,10:45:00 PM,14.6170,80.206,,
09/19/18,11:00:00 PM,14.6176,80.382,,
09/19/18,11:15:00 PM,14.6191,80.382,,
09/19/18,11:30:00 PM,14.6176,80.382,,
09/19/18,11:45:00 PM,14.6166,80.559,,
09/20/18,12:00:00 AM,14.6137,80.559,,
09/20/18,12:15:00 AM,14.6152,80.559,,
09/20/18,12:30:00 AM,14.6152,80.559,,
09/20/18,12:45:00 AM,14.6123,80.559,,
09/20/18,01:00:00 AM,14.6108,80.559,,
09/20/18,01:15:00 AM,14.6085,80.735,,
09/20/18,01:30:00 AM,14.6085,80.735,,
09/20/18,01:45:00 AM,14.6070,80.735,,
09/20/18,02:00:00 AM,14.6070,80.735,,
09/20/18,02:15:00 AM,14.6070,80.735,,
09/20/18,02:30:00 AM,14.6099,80.735,,
09/20/18,02:45:00 AM,14.6114,80.735,,
09/20/18,03:00:00 AM,14.6114,80.735,,
09/20/18,03:15:00 AM,14.6128,80.735,,
09/20/18,03:30:00 AM,14.6099,80.735,,
09/20/18,03:45:00 AM,14.6118,80.911,,
09/20/18,04:00:00 AM,14.6147,80.911,,
09/20/18,04:15:00 AM,14.6147,80.911,,
09/20/18,04:30:00 AM,14.6162,80.911,,
09/20/18,04:45:00 AM,14.6201,80.735,,
09/20/18,05:00:00 AM,14.6259,80.735,,
09/20/18,05:15:00 AM,14.6375,80.735,,
09/20/18,05:30:00 AM,14.6355,80.559,,
09/20/18,05:45:00 AM,14.6330,79.678,,
09/20/18,06:00:00 AM,14.6266,78.975,,
09/20/18,06:15:00 AM,14.6240,78.098,,
09/20/18,06:30:00 AM,14.6278,77.400,,
09/20/18,06:45:00 AM,14.6253,76.528,,
09/20/18,07:00:00 AM,14.6263,75.832,,
09/20/18,07:15:00 AM,14.6305,75.312,,
09/20/18,07:30:00 AM,14.6345,74.619,,
09/20/18,07:45:00 AM,14.6378,74.271,,
09/20/18,08:00:00 AM,14.6382,73.926,,
09/20/18,08:15:00 AM,14.6392,73.753,,
09/20/18,08:30:00 AM,14.6397,73.407,,
09/20/18,08:45:00 AM,14.6405,73.234,,
09/20/18,09:00:00 AM,14.6405,73.234,,
09/20/18,09:15:00 AM,14.6401,73.062,,
09/20/18,09:30:00 AM,14.6401,73.062,,
09/20/18,09:45:00 AM,14.6411,72.891,,
09/20/18,10:00:00 AM,14.6411,72.891,,
09/20/18,10:15:00 AM,14.6455,72.891,,
09/20/18,10:30:00 AM,14.6416,73.062,,
09/20/18,10:45:00 AM,14.6405,73.234,,
09/20/18,11:00:00 AM,14.6372,73.580,,
09/20/18,11:15:00 AM,14.6378,73.753,,
09/20/18,11:30:00 AM,14.6343,74.098,,
09/20/18,11:45:00 AM,14.6310,74.446,,
09/20/18,12:00:00 PM,14.6276,74.791,,
09/20/18,12:15:00 PM,14.6243,75.139,,
09/20/18,12:30:00 PM,14.6218,75.312,,
09/20/18,12:45:00 PM,14.6170,75.659,,
09/20/18,01:00:00 PM,14.6118,75.832,,
09/20/18,01:15:00 PM,14.6079,76.006,,
09/20/18,01:30:00 PM,14.6056,76.181,,
09/20/18,01:45:00 PM,14.6017,76.354,,
09/20/18,02:00:00 PM,14.5992,76.528,,
09/20/18,02:15:00 PM,14.5950,76.528,,
09/20/18,02:30:00 PM,14.5921,76.528,,
09/20/18,02:45:00 PM,14.5892,76.528,,
09/20/18,03:00:00 PM,14.5878,76.528,,
09/20/18,03:15:00 PM,14.5867,76.703,,
09/20/18,03:30:00 PM,14.5853,76.703,,
09/20/18,03:45:00 PM,14.5838,76.703,,
09/20/18,04:00:00 PM,14.5838,76.703,,
09/20/18,04:15:00 PM,14.5824,76.703,,
09/20/18,04:30:00 PM,14.5819,76.528,,
09/20/18,04:45:00 PM,14.5848,76.528,,
09/20/18,05:00:00 PM,14.5872,76.354,,
09/20/18,05:15:00 PM,14.5901,76.354,,
09/20/18,05:30:00 PM,14.5959,76.354,,
09/20/18,05:45:00 PM,14.5998,76.181,,
09/20/18,06:00:00 PM,14.6021,76.006,,
09/20/18,06:15:00 PM,14.6041,76.181,,
09/20/18,06:30:00 PM,14.6050,76.528,,
09/20/18,06:45:00 PM,14.6095,77.050,,
09/20/18,07:00:00 PM,14.6120,77.400,,
09/20/18,07:15:00 PM,14.6128,77.749,,
09/20/18,07:30:00 PM,14.6168,78.098,,
09/20/18,07:45:00 PM,14.6221,78.449,,
09/20/18,08:00:00 PM,14.6231,78.800,,
09/20/18,08:15:00 PM,14.6256,79.151,,
09/20/18,08:30:00 PM,14.6262,79.326,,
09/20/18,08:45:00 PM,14.6266,79.502,,
09/20/18,09:00:00 PM,14.6287,79.678,,
09/20/18,09:15:00 PM,14.6305,79.853,,
09/20/18,09:30:00 PM,14.6320,79.853,,
09/20/18,09:45:00 PM,14.6297,80.029,,
09/20/18,10:00:00 PM,14.6330,80.206,,
09/20/18,10:15:00 PM,14.6330,80.206,,
09/20/18,10:30:00 PM,14.6316,80.206,,
09/20/18,10:45:00 PM,14.6292,80.382,,
09/20/18,11:00:00 PM,14.6321,80.382,,
09/20/18,11:15:00 PM,14.6292,80.382,,
09/20/18,11:30:00 PM,14.6282,80.559,,
09/20/18,11:45:00 PM,14.6282,80.559,,
09/21/18,12:00:00 AM,14.6268,80.559,,
09/21/18,12:15:00 AM,14.6239,80.559,,
09/21/18,12:30:00 AM,14.6224,80.559,,
09/21/18,12:45:00 AM,14.6195,80.559,,
09/21/18,01:00:00 AM,14.6195,80.559,,
09/21/18,01:15:00 AM,14.6195,80.559,,
09/21/18,01:30:00 AM,14.6166,80.559,,
09/21/18,01:45:00 AM,14.6166,80.559,,
09/21/18,02:00:00 AM,14.6152,80.559,,
09/21/18,02:15:00 AM,14.6118,80.382,,
09/21/18,02:30:00 AM,14.6104,80.382,,
09/21/18,02:45:00 AM,14.6089,80.382,,
09/21/18,03:00:00 AM,14.6075,80.382,,
09/21/18,03:15:00 AM,14.6089,80.382,,
09/21/18,03:30:00 AM,14.6104,80.382,,
09/21/18,03:45:00 AM,14.6083,80.206,,
09/21/18,04:00:00 AM,14.6098,80.206,,
09/21/18,04:15:00 AM,14.6098,80.206,,
09/21/18,04:30:00 AM,14.6098,80.206,,
09/21/18,04:45:00 AM,14.6141,80.206,,
09/21/18,05:00:00 AM,14.6127,80.206,,
09/21/18,05:15:00 AM,14.6170,80.206,,
09/21/18,05:30:00 AM,14.6214,80.206,,
09/21/18,05:45:00 AM,14.6258,80.206,,
09/21/18,06:00:00 AM,14.6258,80.206,,
09/21/18,06:15:00 AM,14.6287,79.678,,
09/21/18,06:30:00 AM,14.6318,78.800,,
09/21/18,06:45:00 AM,14.6337,77.923,,
09/21/18,07:00:00 AM,14.6356,77.050,,
09/21/18,07:15:00 AM,14.6403,76.181,,
09/21/18,07:30:00 AM,14.6384,75.484,,
09/21/18,07:45:00 AM,14.6417,75.139,,
09/21/18,08:00:00 AM,14.6455,74.964,,
09/21/18,08:15:00 AM,14.6455,74.964,,
09/21/18,08:30:00 AM,14.6484,74.964,,
09/21/18,08:45:00 AM,14.6484,74.964,,
09/21/18,09:00:00 AM,14.6475,75.139,,
09/21/18,09:15:00 AM,14.6475,75.139,,
09/21/18,09:30:00 AM,14.6490,75.139,,
09/21/18,09:45:00 AM,14.6494,75.312,,
09/21/18,10:00:00 AM,14.6494,75.312,,
09/21/18,10:15:00 AM,14.6479,75.312,,
09/21/18,10:30:00 AM,14.6456,75.484,,
09/21/18,10:45:00 AM,14.6461,75.659,,
09/21/18,11:00:00 AM,14.6432,75.659,,
09/21/18,11:15:00 AM,14.6407,75.832,,
09/21/18,11:30:00 AM,14.6378,75.832,,
09/21/18,11:45:00 AM,14.6297,76.006,,
09/21/18,12:00:00 PM,14.6272,76.181,,
09/21/18,12:15:00 PM,14.6249,76.354,,
09/21/18,12:30:00 PM,14.6253,76.528,,
09/21/18,12:45:00 PM,14.6215,76.703,,
09/21/18,01:00:00 PM,14.6191,76.876,,
09/21/18,01:15:00 PM,14.6133,76.876,,
09/21/18,01:30:00 PM,14.6124,77.050,,
09/21/18,01:45:00 PM,14.6070,77.225,,
09/21/18,02:00:00 PM,14.6062,77.400,,
09/21/18,02:15:00 PM,14.6076,77.400,,
09/21/18,02:30:00 PM,14.6062,77.400,,
09/21/18,02:45:00 PM,14.6033,77.400,,
09/21/18,03:00:00 PM,14.6033,77.400,,
09/21/18,03:15:00 PM,14.6033,77.400,,
09/21/18,03:30:00 PM,14.6027,77.225,,
09/21/18,03:45:00 PM,14.5998,77.225,,
09/21/18,04:00:00 PM,14.6023,77.050,,
09/21/18,04:15:00 PM,14.6002,76.876,,
09/21/18,04:30:00 PM,14.6027,76.703,,
09/21/18,04:45:00 PM,14.6070,76.703,,
09/21/18,05:00:00 PM,14.6065,76.528,,
09/21/18,05:15:00 PM,14.6050,76.528,,
09/21/18,05:30:00 PM,14.6089,76.876,,
09/21/18,05:45:00 PM,14.6105,77.400,,
09/21/18,06:00:00 PM,14.6134,77.923,,
09/21/18,06:15:00 PM,14.6149,78.449,,
09/21/18,06:30:00 PM,14.6194,78.975,,
09/21/18,06:45:00 PM,14.6218,79.326,,
09/21/18,07:00:00 PM,14.6243,79.678,,
09/21/18,07:15:00 PM,14.6239,80.029,,
09/21/18,07:30:00 PM,14.6272,80.206,,
09/21/18,07:45:00 PM,14.6307,80.382,,
09/21/18,08:00:00 PM,14.6317,80.735,,
09/21/18,08:15:00 PM,14.6336,80.911,,
09/21/18,08:30:00 PM,14.6321,80.911,,
09/21/18,08:45:00 PM,14.6371,81.090,,
09/21/18,09:00:00 PM,14.6375,81.266,,
09/21/18,09:15:00 PM,14.6395,81.442,,
09/21/18,09:30:00 PM,14.6395,81.442,,
09/21/18,09:45:00 PM,14.6385,81.621,,
09/21/18,10:00:00 PM,14.6385,81.621,,
09/21/18,10:15:00 PM,14.6385,81.621,,
09/21/18,10:30:00 PM,14.6391,81.797,,
09/21/18,10:45:00 PM,14.6391,81.797,,
09/21/18,11:00:00 PM,14.6376,81.797,,
09/21/18,11:15:00 PM,14.6333,81.797,,
09/21/18,11:30:00 PM,14.6362,81.797,,
09/21/18,11:45:00 PM,14.6342,81.621,,
09/22/18,12:00:00 AM,14.6342,81.621,,
09/22/18,12:15:00 AM,14.6327,81.621,,
09/22/18,12:30:00 AM,14.6313,81.621,,
09/22/18,12:45:00 AM,14.6298,81.621,,
09/22/18,01:00:00 AM,14.6265,81.442,,
09/22/18,01:15:00 AM,14.6250,81.442,,
09/22/18,01:30:00 AM,14.6221,81.442,,
09/22/18,01:45:00 AM,14.6178,81.442,,
09/22/18,02:00:00 AM,14.6157,81.266,,
09/22/18,02:15:00 AM,14.6143,81.266,,
09/22/18,02:30:00 AM,14.6157,81.266,,
09/22/18,02:45:00 AM,14.6128,81.266,,
09/22/18,03:00:00 AM,14.6099,81.266,,
09/22/18,03:15:00 AM,14.6095,81.090,,
09/22/18,03:30:00 AM,14.6095,81.090,,
09/22/18,03:45:00 AM,14.6110,81.090,,
09/22/18,04:00:00 AM,14.6110,81.090,,
09/22/18,04:15:00 AM,14.6124,81.090,,
09/22/18,04:30:00 AM,14.6124,81.090,,
09/22/18,04:45:00 AM,14.6124,81.090,,
09/22/18,05:00:00 AM,14.6153,81.090,,
09/22/18,05:15:00 AM,14.6153,81.090,,
09/22/18,05:30:00 AM,14.6182,81.090,,
09/22/18,05:45:00 AM,14.6211,81.090,,
09/22/18,06:00:00 AM,14.6226,81.090,,
09/22/18,06:15:00 AM,14.6269,81.090,,
09/22/18,06:30:00 AM,14.6298,81.090,,
09/22/18,06:45:00 AM,14.6307,80.911,,
09/22/18,07:00:00 AM,14.6379,80.911,,
09/22/18,07:15:00 AM,14.6408,80.911,,
09/22/18,07:30:00 AM,14.6437,80.911,,
09/22/18,07:45:00 AM,14.6472,81.090,,
09/22/18,08:00:00 AM,14.6501,81.090,,
09/22/18,08:15:00 AM,14.6506,81.266,,
09/22/18,08:30:00 AM,14.6535,81.266,,
09/22/18,08:45:00 AM,14.6511,81.442,,
09/22/18,09:00:00 AM,14.6521,81.797,,
09/22/18,09:15:00 AM,14.6511,81.975,,
09/22/18,09:30:00 AM,14.6517,82.152,,
09/22/18,09:45:00 AM,14.6536,82.330,,
09/22/18,10:00:00 AM,14.6527,82.508,,
09/22/18,10:15:00 AM,14.6523,82.864,,
09/22/18,10:30:00 AM,14.6514,83.043,,
09/22/18,10:45:00 AM,14.6519,83.221,,
09/22/18,11:00:00 AM,14.6495,83.399,,
09/22/18,11:15:00 AM,14.6462,83.757,,
09/22/18,11:30:00 AM,14.6424,83.935,,
09/22/18,11:45:00 AM,14.6405,84.295,,
09/22/18,12:00:00 PM,14.6366,84.474,,
09/22/18,12:15:00 PM,14.6358,84.654,,
09/22/18,12:30:00 PM,14.6320,84.834,,
09/22/18,12:45:00 PM,14.6295,85.014,,
09/22/18,01:00:00 PM,14.6272,85.194,,
09/22/18,01:15:00 PM,14.6233,85.374,,
09/22/18,01:30:00 PM,14.6224,85.554,,
09/22/18,01:45:00 PM,14.6215,85.735,,
09/22/18,02:00:00 PM,14.6191,85.915,,
09/22/18,02:15:00 PM,14.6168,86.097,,
09/22/18,02:30:00 PM,14.6157,86.277,,
09/22/18,02:45:00 PM,14.6120,86.459,,
09/22/18,03:00:00 PM,14.6140,86.641,,
09/22/18,03:15:00 PM,14.6097,86.641,,
09/22/18,03:30:00 PM,14.6115,86.823,,
09/22/18,03:45:00 PM,14.6101,86.823,,
09/22/18,04:00:00 PM,14.6107,87.004,,
09/22/18,04:15:00 PM,14.6121,87.004,,
09/22/18,04:30:00 PM,14.6136,87.004,,
09/22/18,04:45:00 PM,14.6121,87.004,,
09/22/18,05:00:00 PM,14.6136,87.004,,
09/22/18,05:15:00 PM,14.6159,86.823,,
09/22/18,05:30:00 PM,14.6144,86.823,,
09/22/18,05:45:00 PM,14.6173,86.823,,
09/22/18,06:00:00 PM,14.6217,86.823,,
09/22/18,06:15:00 PM,14.6213,86.641,,
09/22/18,06:30:00 PM,14.6242,86.641,,
09/22/18,06:45:00 PM,14.6250,86.459,,
09/22/18,07:00:00 PM,14.6304,86.277,,
09/22/18,07:15:00 PM,14.6318,86.277,,
09/22/18,07:30:00 PM,14.6342,86.097,,
09/22/18,07:45:00 PM,14.6371,86.097,,
09/22/18,08:00:00 PM,14.6394,85.915,,
09/22/18,08:15:00 PM,14.6404,85.735,,
09/22/18,08:30:00 PM,14.6418,85.735,,
09/22/18,08:45:00 PM,14.6442,85.554,,
09/22/18,09:00:00 PM,14.6465,85.374,,
09/22/18,09:15:00 PM,14.6494,85.374,,
09/22/18,09:30:00 PM,14.6494,85.374,,
09/22/18,09:45:00 PM,14.6490,85.194,,
09/22/18,10:00:00 PM,14.6533,85.194,,
09/22/18,10:15:00 PM,14.6527,85.014,,
09/22/18,10:30:00 PM,14.6513,85.014,,
09/22/18,10:45:00 PM,14.6527,85.014,,
09/22/18,11:00:00 PM,14.6542,85.014,,
09/22/18,11:15:00 PM,14.6537,84.834,,
09/22/18,11:30:00 PM,14.6566,84.834,,
09/22/18,11:45:00 PM,14.6546,84.654,,
09/23/18,12:00:00 AM,14.6488,84.654,,
09/23/18,12:15:00 AM,14.6488,84.654,,
09/23/18,12:30:00 AM,14.6453,84.474,,
09/23/18,12:45:00 AM,14.6410,84.474,,
09/23/18,01:00:00 AM,14.6395,84.474,,
09/23/18,01:15:00 AM,14.6362,84.295,,
09/23/18,01:30:00 AM,14.6333,84.295,,
09/23/18,01:45:00 AM,14.6304,84.295,,
09/23/18,02:00:00 AM,14.6304,84.295,,
09/23/18,02:15:00 AM,14.6269,84.115,,
09/23/18,02:30:00 AM,14.6269,84.115,,
09/23/18,02:45:00 AM,14.6249,83.935,,
09/23/18,03:00:00 AM,14.6205,83.935,,
09/23/18,03:15:00 AM,14.6220,83.935,,
09/23/18,03:30:00 AM,14.6201,83.757,,
09/23/18,03:45:00 AM,14.6201,83.757,,
09/23/18,04:00:00 AM,14.6195,83.579,,
09/23/18,04:15:00 AM,14.6181,83.579,,
09/23/18,04:30:00 AM,14.6205,83.399,,
09/23/18,04:45:00 AM,14.6220,83.399,,
09/23/18,05:00:00 AM,14.6243,83.221,,
09/23/18,05:15:00 AM,14.6272,83.221,,
09/23/18,05:30:00 AM,14.6268,83.043,,
09/23/18,05:45:00 AM,14.6311,83.043,,
09/23/18,06:00:00 AM,14.6305,82.864,,
09/23/18,06:15:00 AM,14.6320,82.864,,
09/23/18,06:30:00 AM,14.6358,82.686,,
09/23/18,06:45:00 AM,14.6372,82.686,,
09/23/18,07:00:00 AM,14.6411,82.508,,
09/23/18,07:15:00 AM,14.6411,82.508,,
09/23/18,07:30:00 AM,14.6440,82.508,,
09/23/18,07:45:00 AM,14.6461,82.686,,
09/23/18,08:00:00 AM,14.6504,82.686,,
09/23/18,08:15:00 AM,14.6523,82.864,,
09/23/18,08:30:00 AM,14.6508,82.864,,
09/23/18,08:45:00 AM,14.6514,83.043,,
09/23/18,09:00:00 AM,14.6533,83.221,,
09/23/18,09:15:00 AM,14.6524,83.399,,
09/23/18,09:30:00 AM,14.6529,83.579,,
09/23/18,09:45:00 AM,14.6520,83.757,,
09/23/18,10:00:00 AM,14.6526,83.935,,
09/23/18,10:15:00 AM,14.6501,84.115,,
09/23/18,10:30:00 AM,14.6521,84.295,,
09/23/18,10:45:00 AM,14.6511,84.474,,
09/23/18,11:00:00 AM,14.6517,84.654,,
09/23/18,11:15:00 AM,14.6479,84.834,,
09/23/18,11:30:00 AM,14.6455,85.014,,
09/23/18,11:45:00 AM,14.6446,85.194,,
09/23/18,12:00:00 PM,14.6456,85.554,,
09/23/18,12:15:00 PM,14.6418,85.735,,
09/23/18,12:30:00 PM,14.6379,85.915,,
09/23/18,12:45:00 PM,14.6342,86.097,,
09/23/18,01:00:00 PM,14.6347,86.277,,
09/23/18,01:15:00 PM,14.6337,86.459,,
09/23/18,01:30:00 PM,14.6294,86.459,,
09/23/18,01:45:00 PM,14.6285,86.641,,
09/23/18,02:00:00 PM,14.6271,86.641,,
09/23/18,02:15:00 PM,14.6231,86.823,,
09/23/18,02:30:00 PM,14.6202,86.823,,
09/23/18,02:45:00 PM,14.6150,87.004,,
09/23/18,03:00:00 PM,14.6179,87.004,,
09/23/18,03:15:00 PM,14.6150,87.004,,
09/23/18,03:30:00 PM,14.6150,87.004,,
09/23/18,03:45:00 PM,14.6150,87.004,,
09/23/18,04:00:00 PM,14.6136,87.004,,
09/23/18,04:15:00 PM,14.6159,86.823,,
09/23/18,04:30:00 PM,14.6159,86.823,,
09/23/18,04:45:00 PM,14.6188,86.823,,
09/23/18,05:00:00 PM,14.6188,86.823,,
09/23/18,05:15:00 PM,14.6202,86.277,,
09/23/18,05:30:00 PM,14.6186,85.735,,
09/23/18,05:45:00 PM,14.6173,84.834,,
09/23/18,06:00:00 PM,14.6197,84.115,,
09/23/18,06:15:00 PM,14.6205,83.399,,
09/23/18,06:30:00 PM,14.6227,82.686,,
09/23/18,06:45:00 PM,14.6242,82.152,,
09/23/18,07:00:00 PM,14.6250,81.442,,
09/23/18,07:15:00 PM,14.6263,80.911,,
09/23/18,07:30:00 PM,14.6278,80.382,,
09/23/18,07:45:00 PM,14.6320,79.853,,
09/23/18,08:00:00 PM,14.6363,79.853,,
09/23/18,08:15:00 PM,14.6374,80.206,,
09/23/18,08:30:00 PM,14.6408,80.382,,
09/23/18,08:45:00 PM,14.6404,80.735,,
09/23/18,09:00:00 PM,14.6408,80.911,,
09/23/18,09:15:00 PM,14.6429,81.090,,
09/23/18,09:30:00 PM,14.6448,81.266,,
09/23/18,09:45:00 PM,14.6453,81.442,,
09/23/18,10:00:00 PM,14.6443,81.621,,
09/23/18,10:15:00 PM,14.6449,81.797,,
09/23/18,10:30:00 PM,14.6463,81.797,,
09/23/18,10:45:00 PM,14.6453,81.975,,
09/23/18,11:00:00 PM,14.6474,82.152,,
09/23/18,11:15:00 PM,14.6445,82.152,,
09/23/18,11:30:00 PM,14.6430,82.152,,
09/23/18,11:45:00 PM,14.6445,82.152,,
09/24/18,12:00:00 AM,14.6430,82.152,,
09/24/18,12:15:00 AM,14.6416,82.152,,
09/24/18,12:30:00 AM,14.6391,82.330,,
09/24/18,12:45:00 AM,14.6347,82.330,,
09/24/18,01:00:00 AM,14.6333,82.330,,
09/24/18,01:15:00 AM,14.6318,82.330,,
09/24/18,01:30:00 AM,14.6318,82.330,,
09/24/18,01:45:00 AM,14.6318,82.330,,
09/24/18,02:00:00 AM,14.6275,82.330,,
09/24/18,02:15:00 AM,14.6285,82.152,,
09/24/18,02:30:00 AM,14.6271,82.152,,
09/24/18,02:45:00 AM,14.6256,82.152,,
09/24/18,03:00:00 AM,14.6242,82.152,,
09/24/18,03:15:00 AM,14.6242,82.152,,
09/24/18,03:30:00 AM,14.6221,81.975,,
09/24/18,03:45:00 AM,14.6221,81.975,,
09/24/18,04:00:00 AM,14.6236,81.975,,
09/24/18,04:15:00 AM,14.6207,81.975,,
09/24/18,04:30:00 AM,14.6207,81.975,,
09/24/18,04:45:00 AM,14.6250,81.975,,
09/24/18,05:00:00 AM,14.6246,81.797,,
09/24/18,05:15:00 AM,14.6231,81.797,,
