simulation month frag_zone year random_number selected_set
1 7 7 1 0.6145557867551862 2
1 7 8 1 0.9875661723899537 1
1 7 9 1 0.5129159674170726 2
1 7 10 1 0.6217509349483549 2
1 7 11 1 0.07327970542858753 2
1 7 12 1 0.37932014037548456 2
1 7 13 1 0.23800923145105812 1
1 7 14 1 0.27195126701435723 2
1 7 15 1 0.3796009124595221 1
1 7 16 1 0.08768498200213781 2
1 7 17 1 0.1615312726797865 2
1 7 18 1 0.8958099826005571 2
1 8 1 1 0.9642797485067907 2
1 8 2 1 0.9001016308618849 2
1 8 3 1 0.11598313057593945 1
1 8 4 1 0.017271941162635307 2
1 8 5 1 0.5122632365750167 2
1 8 6 1 0.20933275856551736 2
1 8 7 1 0.24531821945108634 2
1 8 8 1 0.36292715101447726 1
1 8 9 1 0.8178414571115753 2
1 8 10 1 0.19997869269159185 1
1 8 11 1 0.753701933429176 1
1 8 12 1 0.6508933546151563 1
1 8 13 1 0.5944838437827216 2
1 8 14 1 0.6612696619827756 1
1 8 15 1 0.2842389050211489 2
1 8 16 1 0.7835154364934558 2
1 8 17 1 0.826514570458597 2
1 8 18 1 0.4023324485029901 2
1 9 1 1 0.6151426850062914 2
1 9 2 1 0.6725300941954415 1
1 9 3 1 0.6022244732969786 2
1 9 4 1 0.48557784190046804 2
1 9 5 1 0.12432222029580298 1
1 9 6 1 0.6463697116877819 2
1 9 7 1 0.8413915571218613 2
1 9 8 1 0.4867026761242903 1
1 9 9 1 0.022696038278684716 2
1 9 10 1 0.6492134721823475 1
1 9 11 1 0.49519218773435336 1
1 9 12 1 0.9694231144398533 1
1 9 13 1 0.3273912493635518 2
1 9 14 1 0.574912165894998 1
1 9 15 1 0.2628720846766798 2
1 9 16 1 0.8782721987982098 1
1 9 17 1 0.3256269009725342 2
1 9 18 1 0.7703624631041442 1
1 10 1 1 0.28752061366780735 2
1 10 2 1 0.274870185954877 2
1 10 3 1 0.09275574236346218 1
1 10 4 1 0.8622232733773438 1
1 10 5 1 0.2836953670718748 2
1 10 6 1 0.3161394031106076 1
1 10 7 1 0.4505685710357268 1
1 10 8 1 0.3849941410206619 1
1 10 9 1 0.08654971546628876 1
1 10 10 1 0.45746516532616155 1
1 10 11 1 0.6139316510192303 2
1 10 12 1 0.33418155004693617 2
1 10 13 1 0.6134570300690035 1
1 10 14 1 0.5780305085462998 1
1 10 15 1 0.1110224801951486 2
1 10 16 1 0.5373941247361015 2
1 10 17 1 0.7625639906892315 2
1 10 18 1 0.3403286689315561 1
1 11 1 1 0.31053697653707524 2
1 11 2 1 0.6485159833789528 2
1 11 3 1 0.7913898294572913 2
1 11 4 1 0.802985465228012 2
1 11 5 1 0.9576535072951224 1
1 11 6 1 0.13673703326318398 2
1 11 7 1 0.1309616384840715 1
1 11 8 1 0.4064456833515617 1
1 11 9 1 0.8557655299368718 1
1 11 10 1 0.18543283720981618 2
1 11 11 1 0.5985333664630023 2
1 11 12 1 0.4300281921237159 2
1 11 13 1 0.9940070492139726 2
1 11 14 1 0.3228944395939881 2
1 11 15 1 0.2680230766358883 2
1 11 16 1 0.8001124085328895 1
1 11 17 1 0.3268747546102647 2
1 11 18 1 0.2212807437143982 2
1 12 1 1 0.9077685414565 2
1 12 2 1 0.9835803968825622 2
1 12 3 1 0.5422913816136694 1
1 12 4 1 0.8544352222280037 2
1 12 5 1 0.2807887009233142 2
1 12 6 1 0.4055903226450269 2
1 12 7 1 0.15662902759125563 2
1 12 8 1 0.050744826719938074 2
1 12 9 1 0.5240089085560528 2
1 12 10 1 0.3012461062616515 1
1 12 11 1 0.45595116059915697 2
1 12 12 1 0.14806443730123342 2
1 12 13 1 0.46908088714634233 2
1 12 14 1 0.07890477974424726 2
1 12 15 1 0.38690284846854317 2
1 12 16 1 0.2125587882869484 1
1 12 17 1 0.05851230257233753 1
1 12 18 1 0.2903029123565889 1
2 1 1 1 0.5039489260330895 1
2 1 2 1 0.6686245911772234 1
2 1 3 1 0.7703334493911975 2
2 1 4 1 0.516756193047792 2
2 1 5 1 0.5901749481991607 1
2 1 6 1 0.06538705361276143 1
2 1 7 1 0.7845575562170278 1
2 1 8 1 0.9420916023266971 1
2 1 9 1 0.44505083712577076 2
2 1 10 1 0.24113793332722044 1
2 1 11 1 0.9886952290943509 1
2 1 12 1 0.40030612094019336 1
2 1 13 1 0.03367325888850137 1
2 1 14 1 0.5168064524837143 1
2 1 15 1 0.2882972392582629 2
2 1 16 1 0.6704155586965745 1
2 1 17 1 0.47160859713319636 1
2 1 18 1 0.6649288373934173 1
2 2 1 1 0.283046887091134 1
2 2 2 1 0.8277250245855623 1
2 2 3 1 0.6579900605048944 2
2 2 4 1 0.3532339714412388 1
2 2 5 1 0.1392567518568233 1
2 2 6 1 0.4986807723378607 1
2 2 7 1 0.03975341945747646 2
2 2 8 1 0.400741934381854 1
2 2 9 1 0.42256062133598715 2
2 2 10 1 0.5235926333598565 1
2 2 11 1 0.4379338259983572 2
2 2 12 1 0.15540688377258116 1
2 2 13 1 0.8292836622398675 2
2 2 14 1 0.30821113509578635 1
2 2 15 1 0.8565667269414263 2
2 2 16 1 0.9872902346185026 1
2 2 17 1 0.7501984119622754 2
2 2 18 1 0.09747918249910192 2
2 3 1 1 0.3303396515382635 2
2 3 2 1 0.06233996364680894 2
2 3 3 1 0.7664698734082195 1
2 3 4 1 0.22310079375058878 1
2 3 5 1 0.1385528634490646 1
2 3 6 1 0.6676402690670709 1
2 3 7 1 0.5833156953133486 1
2 3 8 1 0.012275747810772675 1
2 3 9 1 0.4435938323595219 2
2 3 10 1 0.72474861357305 2
2 3 11 1 0.37500741829811934 1
2 3 12 1 0.09833463437844447 2
2 3 13 1 0.9248281192907318 1
2 3 14 1 0.54200318600221 1
2 3 15 1 0.5704534973452937 2
2 3 16 1 0.5794123470009971 1
2 3 17 1 0.8317189318606781 2
2 3 18 1 0.6585624912284089 1
2 4 1 1 0.9006496146716862 1
2 4 2 1 0.5146807003741031 1
2 4 3 1 0.10329243322119241 1
2 4 4 1 0.6903882918043748 1
2 4 5 1 0.9192300907409636 2
2 4 6 1 0.9494629843035446 2
2 4 7 1 0.3392198136252039 1
2 4 8 1 0.4647487907187924 1
2 4 9 1 0.9733511658545816 2
2 4 10 1 0.7083755298359591 1
2 4 11 1 0.11934921210698324 2
2 4 12 1 0.647443916916607 1
2 4 13 1 0.44195132693258987 2
2 4 14 1 0.42414555669700627 2
2 4 15 1 0.3872126863632661 1
2 4 16 1 0.6645964979336126 1
2 4 17 1 0.6264343671339567 2
2 4 18 1 0.07932363081179072 1
2 5 1 1 0.19292822172525514 2
2 5 2 1 0.9734522754301388 1
2 5 3 1 0.1403152629929162 2
2 5 4 1 0.03634182821011922 1
2 5 5 1 0.22584720370006572 2
2 5 6 1 0.7329412761448896 1
2 5 7 1 0.05204622669841985 1
2 5 8 1 0.432625739013755 1
2 5 9 1 0.28409529942352596 1
2 5 10 1 0.025471819538715024 2
2 5 11 1 0.13895776660825931 2
2 5 12 1 0.8019939666421937 2
2 5 13 1 0.8921002898664784 2
2 5 14 1 0.8772317073066778 2
2 5 15 1 0.8727843655335134 2
2 5 16 1 0.46926459828581324 2
2 5 17 1 0.33116162073871014 2
2 5 18 1 0.3167825177048045 1
2 6 1 1 0.42139543288093095 2
2 6 2 1 0.8389940627767662 2
2 6 3 1 0.5190866878709116 1
2 6 4 1 0.15227150159896607 1
2 6 5 1 0.5584878451559083 1
2 6 6 1 0.3231824697441311 1
2 6 7 1 0.2446404597177102 1
2 6 8 1 0.968747093324133 1
2 6 9 1 0.40257123215328083 2
2 6 10 1 0.28887554255330994 1
2 6 11 1 0.9623476755926067 2
2 6 12 1 0.40195443603208303 2
2 6 13 1 0.3106792679129259 1
2 6 14 1 0.6287845272096849 1
2 6 15 1 0.9415758913325015 2
2 6 16 1 0.06003235699735632 2
2 6 17 1 0.5822659697445788 1
2 6 18 1 0.9819268151256322 2
2 7 1 1 0.7383319940655736 1
2 7 2 1 0.23672683005430728 2
2 7 3 1 0.5821203904963058 2
2 7 4 1 0.3997566451844742 2
2 7 5 1 0.2641598699993736 2
2 7 6 1 0.40292704659512835 2
2 7 7 1 0.84119243952446 2
2 7 8 1 0.328037290327727 2
2 7 9 1 0.8789057535716596 2
2 7 10 1 0.3647102777934442 1
2 7 11 1 0.4388962111508339 1
2 7 12 1 0.6966896613710584 1
2 7 13 1 0.9192164061158736 1
2 7 14 1 0.4619297167362899 2
2 7 15 1 0.7206910415527963 1
2 7 16 1 0.9205765269468409 1
2 7 17 1 0.5509687279303629 2
2 7 18 1 0.4904692836102351 2
2 8 1 1 0.3000656317928194 2
2 8 2 1 0.1499740574870464 1
2 8 3 1 0.6399598707312455 1
2 8 4 1 0.010099990923079893 1
2 8 5 1 0.2459317914076563 2
2 8 6 1 0.5769880764309727 1
2 8 7 1 0.7876330504046762 1
2 8 8 1 0.8654877123581236 1
2 8 9 1 0.7511541844682698 1
2 8 10 1 0.6877313952964536 2
2 8 11 1 0.7089277397197724 2
2 8 12 1 0.12468736916806855 2
2 8 13 1 0.25630156298895757 1
2 8 14 1 0.3768025564459012 2
2 8 15 1 0.47308772569023627 2
2 8 16 1 0.6983450310509349 2
2 8 17 1 0.4832583518039272 1
2 8 18 1 0.8229799637978847 1
2 9 1 1 0.37339711914756013 1
2 9 2 1 0.5252416160511958 2
2 9 3 1 0.44136336780976937 2
2 9 4 1 0.8074607280223431 1
2 9 5 1 0.2914947588900182 1
2 9 6 1 0.7463527762215624 1
2 9 7 1 0.3910388434165042 2
2 9 8 1 0.8016763965787757 1
2 9 9 1 0.5592991397214017 2
2 9 10 1 0.6311958621947318 1
2 9 11 1 0.6799902722416377 1
2 9 12 1 0.7542671884796303 1
2 9 13 1 0.22178840261559718 1
2 9 14 1 0.15366530630732134 1
2 9 15 1 0.04265712774891983 2
2 9 16 1 0.35888060632709284 2
2 9 17 1 0.5291748470905796 2
2 9 18 1 0.3995113988619814 1
2 10 1 1 0.8029329293937633 1
2 10 2 1 0.6789590018594505 1
2 10 3 1 0.7479660223195723 2
2 10 4 1 0.1086175764871562 2
2 10 5 1 0.4216665968443839 2
2 10 6 1 0.4964058660821349 1
2 10 7 1 0.23626810517611796 1
2 10 8 1 0.5198021206291134 2
2 10 9 1 0.6820677448406628 2
2 10 10 1 0.6966206493871567 1
2 10 11 1 0.49862201606544876 2
2 10 12 1 0.9404326109879858 1
2 10 13 1 0.4582822711208603 1
2 10 14 1 0.9977260196105938 1
2 10 15 1 0.8563326654275618 1
2 10 16 1 0.7661641659017451 2
2 10 17 1 0.04407736153527797 1
2 10 18 1 0.6050391796498243 2
2 11 1 1 0.566974677137645 2
2 11 2 1 0.39201095329764835 2
2 11 3 1 0.2751064319298824 1
2 11 4 1 0.6792010084512317 2
2 11 5 1 0.26368248422923646 2
2 11 6 1 0.4719312341935995 2
2 11 7 1 0.19106197709397754 1
2 11 8 1 0.9724455525970879 2
2 11 9 1 0.04920873771509093 2
2 11 10 1 0.21665538431680997 2
2 11 11 1 0.7029099052020925 2
2 11 12 1 0.31998361400397235 2
2 11 13 1 0.6017043252446902 1
2 11 14 1 0.026750531579649905 2
2 11 15 1 0.776877657070934 2
2 11 16 1 0.09832905484441556 2
2 11 17 1 0.798851666085406 1
2 11 18 1 0.4723207557737953 1
2 12 1 1 0.6436515772147108 2
2 12 2 1 0.062408199793484775 1
2 12 3 1 0.9356781008096107 2
2 12 4 1 0.6945612035145347 2
2 12 5 1 0.747193171262023 2
2 12 6 1 0.6320548361852103 2
2 12 7 1 0.7828216832276397 2
2 12 8 1 0.46065070649922957 1
2 12 9 1 0.9828084293556119 1
2 12 10 1 0.6374711475133129 1
2 12 11 1 0.27481150802717624 2
2 12 12 1 0.24824564080212297 2
2 12 13 1 0.10990899358844297 1
2 12 14 1 0.996915226988395 2
2 12 15 1 0.39320936618402336 2
2 12 16 1 0.8051822337324793 2
2 12 17 1 0.990091792331279 2
2 12 18 1 0.8370073168310672 2
3 1 1 1 0.032118326308183676 1
3 1 2 1 0.47869984708119495 2
3 1 3 1 0.0316754960762462 2
3 1 4 1 0.5955908613235794 2
3 1 5 1 0.07290903574011376 2
3 1 6 1 0.10972744884805474 1
3 1 7 1 0.948760521063114 2
3 1 8 1 0.8554883603087367 1
3 1 9 1 0.08240463259770614 2
3 1 10 1 0.8972349707243079 2
3 1 11 1 0.993476132699268 1
3 1 12 1 0.20355200415104024 2
3 1 13 1 0.4684425500303172 1
3 1 14 1 0.350009439744997 1
3 1 15 1 0.6740268638376287 2
3 1 16 1 0.3982397332809112 1
3 1 17 1 0.9956777117991349 1
3 1 18 1 0.5613848598339186 2
3 2 1 1 0.9447416929755393 2
3 2 2 1 0.7566440578116753 2
3 2 3 1 0.7252535552721191 2
3 2 4 1 0.257419701680097 2
3 2 5 1 0.1545290794178673 2
3 2 6 1 0.7821054096558568 1
3 2 7 1 0.5741327149345022 1
3 2 8 1 0.25703093461050786 2
3 2 9 1 0.33680780536169563 1
3 2 10 1 0.33925719965713663 1
3 2 11 1 0.19030450376338603 2
3 2 12 1 0.9367637439080286 1
3 2 13 1 0.16094404467981216 1
3 2 14 1 0.615955158376362 1
3 2 15 1 0.2950024575591291 2
3 2 16 1 0.6600731762188831 2
3 2 17 1 0.2720501669427261 1
3 2 18 1 0.5835553348300347 2
3 3 1 1 0.7989136106179007 2
3 3 2 1 0.043430431587595186 2
3 3 3 1 0.07376735698831605 1
3 3 4 1 0.10909314201913312 1
3 3 5 1 0.002240265777340378 1
3 3 6 1 0.49309079354530017 2
3 3 7 1 0.06494142233343358 2
3 3 8 1 0.08368274412960108 2
3 3 9 1 0.026974800881959138 2
3 3 10 1 0.43085063106452026 1
3 3 11 1 0.47227048586741327 1
3 3 12 1 0.2381495427549717 1
3 3 13 1 0.9185011978929053 2
3 3 14 1 0.4739775331123638 2
3 3 15 1 0.555431445439216 2
3 3 16 1 0.8796790261360938 2
3 3 17 1 0.5592518888430924 1
3 3 18 1 0.45275114264029226 1
3 4 1 1 0.6241398970255786 1
3 4 2 1 0.7128098351804454 2
3 4 3 1 0.38783616935481124 1
3 4 4 1 0.8448569976156538 1
3 4 5 1 0.16062699935654212 1
3 4 6 1 0.04469269002305343 2
3 4 7 1 0.43476990326742604 1
3 4 8 1 0.7752066777684155 2
3 4 9 1 0.9147379721834124 1
3 4 10 1 0.6337606522262418 2
3 4 11 1 0.026795820013972405 2
3 4 12 1 0.9199896892791909 1
3 4 13 1 0.5072338061064421 1
3 4 14 1 0.5363056373874029 1
3 4 15 1 0.09186451073871438 1
3 4 16 1 0.8228063909796917 1
3 4 17 1 0.9904308684203685 2
3 4 18 1 0.22226804705053183 1
3 5 1 1 0.47914659565027207 1
3 5 2 1 0.620936603908499 1
3 5 3 1 0.05861861991137218 1
3 5 4 1 0.4260374517168003 1
3 5 5 1 0.9120531172416051 1
3 5 6 1 0.03800072224299156 2
3 5 7 1 0.21777526181793216 2
3 5 8 1 0.7817860674446334 2
3 5 9 1 0.4276929627242003 2
3 5 10 1 0.9852640761624855 1
3 5 11 1 0.6006214393248057 2
3 5 12 1 0.0044006903487634474 1
3 5 13 1 0.11265124503693369 2
3 5 14 1 0.19707588310415658 1
3 5 15 1 0.959529539614101 1
3 5 16 1 0.32627614754034506 2
3 5 17 1 0.02105388333978231 1
3 5 18 1 0.2568195069594875 1
3 6 1 1 0.575813507464756 2
3 6 2 1 0.7596707420515865 1
3 6 3 1 0.8443201489586213 2
3 6 4 1 0.6635190429179877 1
3 6 5 1 0.4773979066557478 1
3 6 6 1 0.3147277400802938 2
3 6 7 1 0.6039023924811583 2
3 6 8 1 0.3739818930355998 1
3 6 9 1 0.8442932055175625 2
3 6 10 1 0.3076526754492449 2
3 6 11 1 0.6339474223196664 1
3 6 12 1 0.7091277459342006 2
3 6 13 1 0.6838098104854825 2
3 6 14 1 0.31563252986316026 1
3 6 15 1 0.4186321943475313 2
3 6 16 1 0.18648630953367673 1
3 6 17 1 0.9988717400061349 1
3 6 18 1 0.8892474247807968 2
3 7 1 1 0.8846658770202842 1
3 7 2 1 0.8396216375038176 2
3 7 3 1 0.17872869928848367 2
3 7 4 1 0.9124556222930736 2
3 7 5 1 0.7785618350958805 1
3 7 6 1 0.1979605782399576 1
3 7 7 1 0.6058029268243332 1
3 7 8 1 0.6643319198913934 1
3 7 9 1 0.54365160594712 2
3 7 10 1 0.9117922233339324 2
3 7 11 1 0.6720867473633432 1
3 7 12 1 0.9385816288021394 1
3 7 13 1 0.9204494142066092 1
3 7 14 1 0.4645195977754317 1
3 7 15 1 0.5738644751090067 1
3 7 16 1 0.3299899020872362 1
3 7 17 1 0.5811550365627799 2
3 7 18 1 0.43383003472172443 2
3 8 1 1 0.26118227168149366 2
3 8 2 1 0.6706925239635455 1
3 8 3 1 0.5416824111890326 1
3 8 4 1 0.6519541085656289 2
3 8 5 1 0.7798058774353138 2
3 8 6 1 0.9035530442035833 2
3 8 7 1 0.6361413714208208 2
3 8 8 1 0.011217233079730327 2
3 8 9 1 0.851813781219004 2
3 8 10 1 0.12866436582604956 1
3 8 11 1 0.4118583307327284 1
3 8 12 1 0.8128920567065437 1
3 8 13 1 0.08897861111331362 2
3 8 14 1 0.08778429974380975 1
3 8 15 1 0.5222710782926491 2
3 8 16 1 0.4348470971572179 2
3 8 17 1 0.7854510535546249 2
3 8 18 1 0.9623052457359912 1
3 9 1 1 0.8390531152522754 1
3 9 2 1 0.906259627302767 2
3 9 3 1 0.46798918739809714 1
3 9 4 1 0.006386970453293839 2
3 9 5 1 0.5809663725170269 1
3 9 6 1 0.13194678525416081 1
3 9 7 1 0.36368759798902894 1
3 9 8 1 0.5610714398176986 2
3 9 9 1 0.38343399417154744 2
3 9 10 1 0.8172062503086873 2
3 9 11 1 0.3443667914375106 2
3 9 12 1 0.8447253433748594 2
3 9 13 1 0.7802815010999918 2
3 9 14 1 0.6060467316269843 1
3 9 15 1 0.6331409574917044 2
3 9 16 1 0.37500101327389224 1
3 9 17 1 0.35077935736072463 2
3 9 18 1 0.9059181906184339 2
3 10 1 1 0.8494025298730569 2
3 10 2 1 0.19656628861240388 2
3 10 3 1 0.7808078701806445 1
3 10 4 1 0.5880776967358137 2
3 10 5 1 0.3999656008394512 2
3 10 6 1 0.6265344759451329 1
3 10 7 1 0.4395302951210259 2
3 10 8 1 0.39769491825366887 2
3 10 9 1 0.5629439383103219 2
3 10 10 1 0.5354118924117203 2
3 10 11 1 0.5994349157779308 1
3 10 12 1 0.9878974226354806 1
3 10 13 1 0.722443094369688 2
3 10 14 1 0.7125818641418811 2
3 10 15 1 0.4913762826555469 1
3 10 16 1 0.24020217587807935 1
3 10 17 1 0.26613589266190385 2
3 10 18 1 0.938350694809362 1
3 11 1 1 0.8192728339966902 1
3 11 2 1 0.19033775514377627 1
3 11 3 1 0.49030379444500094 1
3 11 4 1 0.23548953329670796 1
3 11 5 1 0.8984494637400328 1
3 11 6 1 0.5370068941139068 2
3 11 7 1 0.9240813507665435 1
3 11 8 1 0.5821203574469084 1
3 11 9 1 0.7780664689705934 1
3 11 10 1 0.26747768819497697 2
3 11 11 1 0.8199002794222339 1
3 11 12 1 0.529245045369137 1
3 11 13 1 0.9280806323532601 1
3 11 14 1 0.949401802682957 2
3 11 15 1 0.23309978948747268 1
3 11 16 1 0.5042353088692872 1
3 11 17 1 0.7110576945484435 2
3 11 18 1 0.02075742615159515 2
3 12 1 1 0.9673900269092384 2
3 12 2 1 0.6441574174061774 2
3 12 3 1 0.23347643135437413 1
3 12 4 1 0.15036984186932267 2
3 12 5 1 0.22595931923627977 1
3 12 6 1 0.6992371150592986 1
3 12 7 1 0.5404103515287413 2
3 12 8 1 0.66298993608385 2
3 12 9 1 0.035894240687252 1
3 12 10 1 0.002500958884619875 2
3 12 11 1 0.04036346381011169 2
3 12 12 1 0.7551623796416264 1
3 12 13 1 0.8127549447348968 2
3 12 14 1 0.014852306871574794 1
3 12 15 1 0.24517289956150956 2
3 12 16 1 0.4193151024420081 2
3 12 17 1 0.2914394247111972 2
3 12 18 1 0.3879933968199908 2
4 1 1 1 0.4970917690556754 1
4 1 2 1 0.15898375800617748 2
4 1 3 1 0.659687267264819 1
4 1 4 1 0.20487452771272363 2
4 1 5 1 0.31866426178509877 2
4 1 6 1 0.37631559035662243 1
4 1 7 1 0.627953314864488 1
4 1 8 1 0.4767863415665883 2
4 1 9 1 0.3302332621602653 1
4 1 10 1 0.8783949410318352 2
4 1 11 1 0.583676148022587 1
4 1 12 1 0.9661252989446437 2
4 1 13 1 0.18226344650367854 2
4 1 14 1 0.7953805475759965 1
4 1 15 1 0.06527547682771284 2
4 1 16 1 0.6632201882125737 2
4 1 17 1 0.020354449510330497 1
4 1 18 1 0.9624766282922789 1
4 2 1 1 0.7757614095154812 2
4 2 2 1 0.2550607794704589 1
4 2 3 1 0.23060000604893272 2
4 2 4 1 0.6540325087766705 1
4 2 5 1 0.23750318509414847 2
4 2 6 1 0.1992007385927973 2
4 2 7 1 0.37479976227482004 2
4 2 8 1 0.6826140788394706 2
4 2 9 1 0.35685277796252524 1
4 2 10 1 0.8277261330867873 1
4 2 11 1 0.02451211863737912 1
4 2 12 1 0.7061568622254202 2
4 2 13 1 0.5896996759837254 2
4 2 14 1 0.2828469232536269 1
4 2 15 1 0.7452996067364359 1
4 2 16 1 0.7241105407377485 2
4 2 17 1 0.3735065660908702 2
4 2 18 1 0.6931377455000141 1
4 3 1 1 0.00058075547737102 1
4 3 2 1 0.7804048175163196 2
4 3 3 1 0.8639528815021423 2
4 3 4 1 0.07954721345480731 2
4 3 5 1 0.6399186115321951 1
4 3 6 1 0.13683300995930192 2
4 3 7 1 0.977277778849081 2
4 3 8 1 0.8445254920547581 1
4 3 9 1 0.049309846125484835 2
4 3 10 1 0.25574830580720875 2
4 3 11 1 0.5328224615489171 1
4 3 12 1 0.7848616328748532 2
4 3 13 1 0.8087742418970228 1
4 3 14 1 0.44343392973218587 1
4 3 15 1 0.7908886646986122 2
4 3 16 1 0.44295467793979515 1
4 3 17 1 0.5285935414685142 1
4 3 18 1 0.7776879086936518 2
4 4 1 1 0.09738803664967999 2
4 4 2 1 0.9427671591717186 2
4 4 3 1 0.35766688957410586 2
4 4 4 1 0.24913671960491623 2
4 4 5 1 0.08386714998162659 2
4 4 6 1 0.013559041024476914 1
4 4 7 1 0.8555018691041701 2
4 4 8 1 0.7493460763563303 2
4 4 9 1 0.4179299656289135 2
4 4 10 1 0.9043133226526816 1
4 4 11 1 0.853922336529932 2
4 4 12 1 0.8402684432840328 1
4 4 13 1 0.5845428599782081 1
4 4 14 1 0.7272332541847739 2
4 4 15 1 0.43656920853267744 1
4 4 16 1 0.5115459322789616 1
4 4 17 1 0.4206589858398434 2
4 4 18 1 0.9563280480098048 2
4 5 1 1 0.22578118917277823 1
4 5 2 1 0.7146166812473166 2
4 5 3 1 0.8361840341690033 1
4 5 4 1 0.6148084669319929 1
4 5 5 1 0.5983647084945584 1
4 5 6 1 0.04548434628507858 2
4 5 7 1 0.8918941260851687 1
4 5 8 1 0.9143651980752131 1
4 5 9 1 0.09290391236757334 2
4 5 10 1 0.20050656590569416 1
4 5 11 1 0.5771215088227225 1
4 5 12 1 0.05969773892829955 1
4 5 13 1 0.3633775922054463 2
4 5 14 1 0.28640385647469135 2
4 5 15 1 0.39000739193209066 1
4 5 16 1 0.2656778091600568 2
4 5 17 1 0.023462085384784004 2
